accuracy,kappa,f1-score,best_epoch,test_dataset,accuracy_TMA20,kappa_TMA20,f1-score_TMA20,mode
0.6242969628796401,0.8002698789041309,0.6268851948302063,1140,spl_1,0.5487179487179488,0.7710210419113023,0.5499908503743103,central
0.6017997750281214,0.78458791847263,0.6046167943626666,932,spl_1,0.558974358974359,0.7784356604107547,0.5607650434157655,central
0.6062992125984252,0.7704994443417755,0.6028687979813925,1390,spl_1,0.5384615384615384,0.7415455502147388,0.5404114981786577,central
0.5894263217097863,0.7962323333163196,0.5990314823666704,1450,spl_2,0.5384615384615384,0.7924357836035951,0.5444519859900774,central
0.592800899887514,0.7788906952785989,0.6014231306716653,1324,spl_2,0.5282051282051282,0.7191949302119696,0.5313476984104408,central
0.5714285714285714,0.8015488701147057,0.58535546056082,1090,spl_2,0.5282051282051282,0.7553958048566463,0.531278818719605,central
0.5924276169265034,0.7562231926951879,0.5839513894323997,1459,spl_3,0.4717948717948718,0.6811026401242412,0.46411871514574193,central
0.579064587973274,0.7779689787968053,0.5862704491731313,976,spl_3,0.5230769230769231,0.7494177174524135,0.5287507357166511,central
0.60913140311804,0.7701069085257561,0.6062231181858195,1477,spl_3,0.5230769230769231,0.7208295545935217,0.5151770184927751,central
0.578177727784027,0.7971225213911435,0.5900281483051049,860,spl_2,0.5384615384615384,0.783637516416829,0.5451301999051462,federated
0.5894263217097863,0.7911059020956668,0.602860837942344,1442,spl_2,0.517948717948718,0.7829062057055345,0.5287385743490732,federated
0.609673790776153,0.8076479369691014,0.6176102165643023,1229,spl_2,0.5333333333333333,0.7658656641004884,0.5331671519603214,federated
0.6029246344206974,0.7934785760621554,0.6104497516591915,1291,spl_1,0.5333333333333333,0.7925610329018776,0.5337232719171883,federated
0.5916760404949382,0.7751679342935583,0.5891932555467001,1417,spl_1,0.5384615384615384,0.7577583240503671,0.5344427299599713,federated
0.6242969628796401,0.7900642407976437,0.6233013666873981,951,spl_1,0.5538461538461539,0.7573990161277435,0.5532391308391141,federated
0.5924276169265034,0.7777983222982067,0.5931515075554036,1220,spl_3,0.517948717948718,0.7287684298374597,0.5117751429914938,federated
0.5924276169265034,0.7928119313581236,0.6016252075634575,1298,spl_3,0.48717948717948717,0.7365684085577819,0.49051931938110044,federated
0.579064587973274,0.784343780279996,0.5810574998344584,788,spl_3,0.5282051282051282,0.7740627327650418,0.5290690579179927,federated
0.5714285714285714,0.770505870357471,0.5785624938818748,1464,spl_2,0.5076923076923077,0.7272853884855766,0.5167226517452762,local
0.5634743875278396,0.7473179558050407,0.5653118506663708,1464,spl_3,,,,local
0.5444319460067492,0.7697770590749677,0.5498880796660256,1152,spl_2,0.5076923076923077,0.7130012120612462,0.5063871434404569,local
0.566815144766147,0.7493006001537657,0.5596361213826335,1152,spl_3,,,,local
0.547806524184477,0.7744842459244097,0.5576434337073076,1085,spl_2,0.517948717948718,0.7407180116600185,0.5224273536703037,local
0.5601336302895323,0.7553992582163098,0.5611621936938542,1085,spl_3,,,,local
0.5601336302895323,0.7651367789072472,0.5644874301802048,1325,spl_3,0.5076923076923077,0.7458428560170226,0.5031445728004643,local
0.5646794150731158,0.7618351142783082,0.5684257347973342,1325,spl_1,,,,local
0.5501113585746102,0.7641986951384969,0.5590378166290357,1412,spl_3,0.5538461538461539,0.7538523828804153,0.5536872487352634,local
0.5793025871766029,0.7682526936655443,0.5825655097326882,1412,spl_1,,,,local
0.5412026726057907,0.7493967670534006,0.5497390677386758,1425,spl_3,0.5025641025641026,0.7517580019398642,0.49251005372161805,local
0.5680539932508436,0.7503199038637411,0.5675316317186939,1425,spl_1,,,,local
0.5725534308211474,0.7410826274802504,0.5736118131251033,1411,spl_1,0.5282051282051282,0.7475642161204605,0.5259355750716608,local
0.5613048368953881,0.7390082529149795,0.5643277321726312,1411,spl_2,,,,local
0.5511811023622047,0.7694309213991881,0.5638935949751924,1481,spl_1,0.47692307692307695,0.7550058892815077,0.485692148417136,local
0.5388076490438695,0.7605995499910294,0.5551497680260112,1481,spl_2,,,,local
0.5568053993250843,0.7481223572356328,0.5604268129452558,1343,spl_1,0.5076923076923077,0.744063097983416,0.5047328450305352,local
0.5511811023622047,0.7335979095727421,0.5570373967652154,1343,spl_2,,,,local
