accuracy,kappa,f1-score,best_epoch,test_dataset,accuracy_TMA20,kappa_TMA20,f1-score_TMA20,mode
0.5699693564862104,0.7223552359837742,0.5778975907660864,1227,spl_1,0.5230769230769231,0.7558695913152345,0.5209012023210412,central
0.5914198161389173,0.7334653323441406,0.5980958755416937,990,spl_1,0.5230769230769231,0.7584317694065918,0.521531167712388,central
0.5617977528089888,0.6976186277129632,0.5566027703766692,1302,spl_1,0.5487179487179488,0.7157138394251796,0.5362457588733215,central
0.49649532710280375,0.7625877298133288,0.5362555816362278,1020,spl_2,0.5333333333333333,0.7243453051249491,0.5335995516323385,central
0.4380841121495327,0.7057916782789762,0.4690320026428624,1478,spl_2,0.5025641025641026,0.6876465536668108,0.48512296108449954,central
0.45794392523364486,0.7454355233131748,0.4947703891517071,1413,spl_2,0.5128205128205128,0.7124291982929339,0.5035744425844934,central
0.5802615933412604,0.7438665648077413,0.6077450909375787,1002,spl_3,0.517948717948718,0.676585249423184,0.516904176106811,central
0.6361474435196195,0.7913182778541499,0.6508233209127574,1087,spl_3,0.5076923076923077,0.6951643159869381,0.5045571439892929,central
0.5600475624256838,0.7450468094951276,0.5915342583418305,935,spl_3,0.49230769230769234,0.669248325663187,0.4887143989625378,central
0.5720122574055159,0.7382431947523216,0.5826735984655967,1450,spl_1,0.49230769230769234,0.7494364292155093,0.48916001349797056,federated
0.5873340143003064,0.743591998282942,0.5918433939810415,1217,spl_1,0.517948717948718,0.7522091246069251,0.5147898454904313,federated
0.5791624106230848,0.7409113090918191,0.591062471063259,1131,spl_1,0.5025641025641026,0.7460527832200069,0.49954035838686633,federated
0.48014018691588783,0.7516154885517684,0.5183808709483679,989,spl_2,0.517948717948718,0.7150813398299231,0.5015499543448481,federated
0.48130841121495327,0.7554026940319564,0.5230172502403687,1311,spl_2,0.558974358974359,0.7130208766037243,0.5526286890813199,federated
0.4848130841121495,0.7666470132296338,0.5269710070147322,1149,spl_2,0.5282051282051282,0.7299528916856433,0.5280575679692486,federated
0.5659928656361475,0.7672386682163124,0.5962108918886673,1257,spl_3,0.5128205128205128,0.67968984580603,0.509710498666155,federated
0.5422116527942925,0.7474494432634482,0.5757390988632741,977,spl_3,0.5025641025641026,0.6755652102940161,0.49129847719244385,federated
0.5564803804994055,0.7656645634717303,0.5923992928858616,1435,spl_3,0.49743589743589745,0.6826765438095816,0.49043032715478535,federated
0.37383177570093457,0.692722338276354,0.35642745570597584,511,spl_2,0.4358974358974359,0.6821526552679416,0.3934602303200336,local
0.43162901307966706,0.6754977024213067,0.37861084626080654,511,spl_3,,,,local
0.4310747663551402,0.725323265596719,0.4542375345895547,1161,spl_2,0.5025641025641026,0.7183125599232981,0.4703687763904483,local
0.4934601664684899,0.7225134409992366,0.4648718032468846,1161,spl_3,,,,local
0.37616822429906543,0.6778258274977721,0.34823112571432696,455,spl_2,0.47692307692307695,0.6875193430581633,0.4289340223090938,local
0.4233055885850178,0.6712278688715119,0.3681086493386612,455,spl_3,,,,local
0.5025536261491318,0.6857683421318505,0.49313292081857696,1391,spl_1,0.46153846153846156,0.6916307536305364,0.4538756273756323,local
0.4756242568370987,0.6998302565420046,0.5149684587437259,1391,spl_3,,,,local
0.5005107252298263,0.7135482079890444,0.48643143575948433,1282,spl_1,0.4564102564102564,0.6967772568104933,0.44821808227688,local
0.4803804994054697,0.7268996983200398,0.5199371755677669,1282,spl_3,,,,local
0.4698672114402451,0.6936856360224959,0.44639858960598333,1021,spl_1,0.4512820512820513,0.7051209449073699,0.44364113128894467,local
0.4470868014268728,0.7072893362467847,0.4856128454652629,1021,spl_3,,,,local
0.5199182839632278,0.6705976371283688,0.5076608332450503,587,spl_1,0.48717948717948717,0.7229510924520333,0.4552256806997415,local
0.4462616822429907,0.7108637301610837,0.4614819526865085,587,spl_2,,,,local
0.5178753830439223,0.6846397079035624,0.4986125923494657,1195,spl_1,0.47692307692307695,0.7234216913039367,0.4445726405891454,local
0.4614485981308411,0.7491723753418601,0.4753985424636158,1195,spl_2,,,,local
0.5137895812053116,0.6968558795675401,0.48898826894447295,1306,spl_1,0.4666666666666667,0.7412480508759594,0.4311986135212825,local
0.4485981308411215,0.7329080571349328,0.4601571876899234,1306,spl_2,,,,local
