accuracy,kappa,f1-score,best_epoch,test_dataset,accuracy_TMA20,kappa_TMA20,f1-score_TMA20,mode
0.5607763023493361,0.6563942066066615,0.5630984533462021,46,spl_1,0.2358974358974359,-0.057193382506922186,0.1851351868743173,central
0.5474974463738509,0.6647064445730609,0.5581594519225543,82,spl_1,0.18461538461538463,-0.25858781933515895,0.16963933197231038,central
0.5526046986721144,0.6692495153790317,0.559147690485523,46,spl_1,0.20512820512820512,-0.1310956737052067,0.1675658857880473,central
0.48364485981308414,0.7445559482319705,0.5250598478359361,119,spl_2,0.27692307692307694,-0.04694863687884032,0.16523524877467022,central
0.47897196261682246,0.7272428136084462,0.5191681388381846,138,spl_2,0.21025641025641026,-0.11559763863093675,0.1624504274978658,central
0.4591121495327103,0.740255060845872,0.5058724320508184,129,spl_2,0.2358974358974359,-0.034744156664560766,0.16187505914279768,central
0.5422116527942925,0.7414865216747046,0.5709436672438657,100,spl_3,0.10256410256410256,-0.005960874374150382,0.03950159612810216,central
0.5992865636147443,0.7558498277199799,0.6143596621165086,136,spl_3,0.11282051282051282,0.0014715390961181907,0.03525363525363525,central
0.5624256837098692,0.7292212107934601,0.5844996673914985,74,spl_3,0.09743589743589744,-0.011411355813816693,0.03660130718954249,central
0.5352400408580184,0.6290254204125079,0.5311643258656471,74,spl_1,0.22564102564102564,-0.14562244520816203,0.18566619370967197,federated
0.5342185903983657,0.6255266300126932,0.5286759858688612,57,spl_1,0.22564102564102564,-0.09658758793058264,0.1728482044271518,federated
0.533197139938713,0.6578205632973411,0.5343828783844654,54,spl_1,0.2717948717948718,-0.021347896239295006,0.21113887964281663,federated
0.42990654205607476,0.7378057003298165,0.4715033872570961,81,spl_2,0.2512820512820513,0.048764651038891826,0.18048858683224778,federated
0.441588785046729,0.7334063671959573,0.48142703074590076,93,spl_2,0.28205128205128205,-0.025875026841314375,0.18570755689010568,federated
0.45794392523364486,0.7117499637969108,0.49544179436545777,123,spl_2,0.20512820512820512,0.015293158828323494,0.15389034458377523,federated
0.5243757431629013,0.7340417428221486,0.5531736339367981,131,spl_3,0.1282051282051282,-0.02547664176608344,0.13007609728222086,federated
0.5196195005945303,0.7256620775155692,0.5502061093651517,108,spl_3,0.1282051282051282,-0.00227839626818116,0.06505476713126986,federated
0.49227110582639716,0.7201249323581596,0.527745248069759,93,spl_3,0.1076923076923077,-0.010860999576496111,0.040345189528492614,federated
0.3808411214953271,0.6585718732729051,0.39483343802520354,125,spl_2,0.18461538461538463,0.07497396737244011,0.1600402295366586,local
0.4839476813317479,0.6564434255518365,0.44361537885322566,125,spl_3,,,,local
0.3703271028037383,0.6383204082008583,0.3633940465543814,110,spl_2,0.2205128205128205,-0.12415801929728754,0.1514095320874982,local
0.4780023781212842,0.661926287532685,0.4171301002579145,110,spl_3,,,,local
0.3598130841121495,0.6389068939065073,0.370362254603689,114,spl_2,0.10256410256410256,-0.2448711740870051,0.09136496475200954,local
0.47443519619500596,0.6667653706619061,0.4255353654911604,114,spl_3,,,,local
0.4729315628192033,0.6327807658162976,0.46427806407968425,114,spl_1,0.1282051282051282,-0.004690974145947546,0.043712815330852466,local
0.4328180737217598,0.6971758707604614,0.4713959163439898,114,spl_3,,,,local
0.45556690500510727,0.6206963703897891,0.45028850599371845,141,spl_1,0.06153846153846154,-0.1352330068269516,0.03988496911220272,local
0.4530321046373365,0.701237182769485,0.48824746056362267,141,spl_3,,,,local
0.4525025536261491,0.6035905089606852,0.44116664773464453,104,spl_1,0.13846153846153847,-0.0693567572513496,0.13356330639680203,local
0.441141498216409,0.6938637545501819,0.474934012398724,104,spl_3,,,,local
0.5045965270684372,0.5623181098493315,0.48613242889613595,71,spl_1,0.26666666666666666,-0.06985857897427161,0.1838193047742119,local
0.4322429906542056,0.6574468736397838,0.45029757626923916,71,spl_2,,,,local
0.508682328907048,0.6138707693901385,0.496264423568496,71,spl_1,0.22564102564102564,-0.06196692192972186,0.1344251617077271,local
0.42289719626168226,0.6702728317059161,0.443146485893814,71,spl_2,,,,local
0.5178753830439223,0.5801334893654622,0.5081402683087917,57,spl_1,0.24615384615384617,-0.07535455596810503,0.1312787639710717,local
0.4380841121495327,0.6611479946405039,0.4558770561079358,57,spl_2,,,,local
